TF,Target
YNL027W,YNL045W
YBL021C,YNL129W
YNL027W,YNL129W
YOL108C,YNL130C
YNL314W,YNL192W
YJL110C,YNL202W
YJL056C,YNL241C
YOR337W,YNL280C
YDR034C,YNL318C
YHR124W,YNR019W
YOR337W,YNR067C
YPR199C,YOL011W
YBL005W,YOL140W
YGL209W,YOR065W
YPR065W,YOR099W
YPL089C,YOR108W
YFL031W,YOR176W
YDR216W,YOR222W
YOL067C,YOR222W
YBL021C,YOR236W
YGL071W,YOR317W
YMR037C,YOR317W
YGL209W,YOR332W
YDL170W,YOR360C
YIL101C,YOR374W
YFL031W,YPL015C
YMR280C,YPL040C
YGL166W,YPL111W
YKL112W,YPL234C
YIL131C,YPL252C
YDR253C,YPL274W
YML007W,YPR060C
YLR228C,YAL044C
YNL027W,YBL013W
YFR034C,YBL015W
YHR178W,YBR006W
YGL071W,YBR023C
YNL216W,YBR026C
YFL031W,YBR127C
YBL005W,YBR132C
YDR216W,YBR132C
YLR256W,YBR145W
YDL170W,YBR149W
YML007W,YBR161W
YBR083W,YBR252W
YBR182C,YBR291C
YBL103C,YCL009C
YOL108C,YCR024C-A
YML007W,YCR075C
YNL314W,YCR075C
YGL254W,YCR098C
YGL209W,YDL004W
YNL103W,YDR037W
YIL101C,YDR074W
YDL056W,YDR127W
YGL166W,YDR208W
YDR259C,YDR268W
YGL035C,YDR294C
YKL185W,YDR497C
YKL038W,YEL021W
YHR206W,YEL071W
YHR206W,YER053C
YKR064W,YER055C
YOR337W,YER073W
YDR259C,YER141W
YMR043W,YFL055W
YBL103C,YGL001C
YDR253C,YGL009C
YOR140W,YGL125W
YEL009C,YGL205W
YPR199C,YGR088W
YGL073W,YGR143W
YCR065W,YGR175C
YPR199C,YGR177C
YNL204C,YGR192C
YPL075W,YGR192C
YNL068C,YGR240C
YKL112W,YGR254W
YCR065W,YGR267C
YLR131C,YGR292W
YMR043W,YGR292W
YIL131C,YHR011W
YHR206W,YHR020W
YDR253C,YHR046C
YOR363C,YHR208W
YNL167C,YJL068C
YDL170W,YJL071W
YDL170W,YJL088W
YKL185W,YJL167W
YGL166W,YJL196C
YJR094C,YJL216C
YIL131C,YJR009C
YCR065W,YJR049C
YGL209W,YJR077C
YLR451W,YJR133W
YFR034C,YJR139C
YOL108C,YJR158W
YBR182C,YKL019W
YML099C,YKL085W
YIL101C,YKL120W
YDR216W,YKL217W
YML007W,YKR067W
YLR228C,YLL028W
YOL067C,YLR056W
YLR098C,YLR092W
YLR098C,YLR100W
YLR131C,YLR133W
YFL031W,YLR134W
YOR337W,YLR172C
YMR037C,YLR258W
YLR176C,YLR258W
YDR253C,YLR354C
YMR037C,YLR395C
YJR060W,YML022W
YMR037C,YMR006C
YPL089C,YMR009W
YBR083W,YMR009W
YBL021C,YMR011W
YKL015W,YMR202W
YIL131C,YMR202W
YIR023W,YMR208W
YBL005W,YMR272C
YBR182C,YMR293C
YEL009C,YNL052W
YDR216W,YNL129W
YHR206W,YNL220W
YMR037C,YNL270C
YKL038W,YNR019W
YKL062W,YNR019W
YNL167C,YNR019W
YOR363C,YNR058W
YHR206W,YOL049W
YNL204C,YOL086C
YBL005W,YOL126C
YCR065W,YOR025W
YOL108C,YOR054C
YHR178W,YOR071C
YKL062W,YOR128C
YBL103C,YOR184W
YER040W,YOR209C
YLR451W,YOR377W
YGL209W,YPL015C
YHR206W,YPL057C
YOR363C,YPL092W
YJL089W,YPL147W
YNL204C,YPL189W
YPL075W,YPL265W
YMR280C,YPL268W
YKR034W,YPR060C
YKL112W,YPR156C
YGL071W,YPR160W
YGL209W,YPR191W
YJL110C,YAL044C
YGL209W,YAR015W
YNL167C,YBL011W
YKR064W,YBL013W
YCR065W,YBL013W
YLR228C,YBL030C
YIL101C,YBL030C
YBL021C,YBL045C
YGL209W,YBL098W
YGL035C,YBR004C
YKR034W,YBR020W
YCR065W,YBR021W
YHR178W,YBR085W
YHR206W,YBR149W
YGL209W,YBR265W
YMR037C,YCL030C
YJL089W,YCL038C
YKL062W,YCL052C
YFL031W,YCR048W
YMR070W,YDL090C
YOL067C,YDL142C
YGL071W,YDR001C
YIL036W,YDR062W
YER040W,YDR261C
YGL209W,YDR343C
YNL027W,YDR368W
YHR124W,YDR399W
YHR124W,YDR403W
YGL035C,YDR454C
YBL103C,YDR487C
YLR228C,YEL069C
YDR123C,YEL071W
YNL027W,YEL071W
YGR044C,YER014W
YJR094C,YER015W
YDL170W,YER052C
YLR176C,YER062C
YMR280C,YER065C
YPL089C,YER086W
YEL009C,YFL030W
YOR358W,YFL053W
YGL237C,YFR015C
YEL009C,YFR047C
YLR176C,YFR053C
YIL131C,YGL080W
YOR337W,YGL184C
YPL248C,YGL186C
YMR280C,YGL205W
YKL185W,YGL224C
YFL031W,YGL225W
YKL109W,YGL253W
YKL185W,YGR019W
YBL021C,YGR065C
YNL068C,YGR177C
YFR034C,YGR202C
YOL028C,YGR208W
YBR049C,YGR255C
YGL209W,YGR256W
YDR259C,YGR264C
YOR337W,YGR289C
YBL005W,YHR042W
YHR084W,YHR068W
YKL062W,YHR100C
YPL075W,YHR174W
YFL021W,YHR183W
YPR065W,YHR190W
YJR094C,YIL009W
YBR182C,YIL099W
YJR094C,YIL107C
YDL170W,YIL134W
YDL170W,YIL155C
YLR098C,YIR031C
YDL170W,YIR037W
YDL170W,YJL052W
YNL027W,YJL101C
YOL108C,YJL101C
YOR028C,YJL221C
YBR182C,YJR010W
YOR358W,YJR077C
YMR021C,YJR078W
YOR337W,YJR130C
YIL036W,YJR143C
YOR028C,YKL104C
YOR358W,YKL106W
YJR094C,YKL194C
YKR034W,YKL212W
YAL051W,YKR053C
YDR123C,YKR058W
YDR034C,YLL028W
YGL209W,YLL043W
YMR021C,YLL062C
YJR094C,YLR028C
YHR206W,YLR028C
YNL068C,YLR056W
YDR259C,YLR231C
YBL103C,YLR438W
YOR358W,YLR438W
YMR037C,YML004C
YOL028C,YML008C
YMR021C,YMR054W
YOR028C,YMR169C
YKR064W,YMR202W
YEL009C,YMR226C
YGL013C,YMR271C
YGL035C,YNL130C
YNL103W,YNL202W
YER111C,YNL325C
YDL170W,YNR057C
YNL314W,YNR067C
YMR070W,YOL061W
YHR084W,YOL151W
YLR256W,YOR171C
YJL089W,YOR180C
YPL075W,YOR273C
YOL028C,YOR311C
YPR065W,YOR321W
YIR023W,YOR332W
YIL131C,YPL028W
YOR358W,YPL078C
YHR206W,YPL091W
YOR358W,YPL148C
YKL015W,YPL206C
YKL062W,YPL274W
YGL237C,YPR047W
YJL089W,YPR060C
YGL209W,YPR113W
